date_time,period,destination_place,frequency,province,revenue,age_bin,sex,no_of_trips,trip_kms
2023-09-04,16,frequent,house,Barcelona,>15,,,3.894,289.564
2023-09-01,21,not_frequent,not_frequent,Araba/Álava,10-15,0-25,woman,6.457,6.032
2023-09-06,19,frequent,not_frequent,Barcelona,10-15,,,2.948,5.045
2023-09-02,20,not_frequent,not_frequent,Barcelona,>15,0-25,woman,11.739,170.196
2023-09-05,8,house,frequent,Barcelona,10-15,45-65,,2.498,4.638
2023-09-04,19,frequent,frequent,Asturias,>15,65-100,,4.587,3.806
2023-09-04,18,house,work/study,Pontevedra,10-15,,,5.619,52.695
2023-09-05,13,house,work/study,Barcelona,>15,45-65,man,2.131,18.901
2023-09-01,23,not_frequent,not_frequent,Madrid,>15,45-65,woman,8.867,16.23
2023-09-05,6,not_frequent,not_frequent,Navarra,10-15,,,6.6,25.682
2023-09-07,19,frequent,frequent,Madrid,>15,45-65,woman,4.336,24.434
2023-09-04,17,work/study,house,Barcelona,10-15,45-65,,2.135,32.089
2023-09-04,16,frequent,house,Santa Cruz de Tenerife,10-15,65-100,woman,6.668,15.154
2023-09-03,23,house,frequent,Cantabria,10-15,45-65,,8.164,10.468
2023-09-04,18,house,frequent,Pontevedra,10-15,65-100,,6.889,39.773
2023-09-02,17,not_frequent,house,Asturias,10-15,65-100,,4.706,118.014
2023-09-02,21,work/study,frequent,Valencia/València,10-15,25-45,man,4.163,12.833
2023-09-03,1,not_frequent,house,Jaén,10-15,,,4.197,178.772
2023-09-03,21,work/study,frequent,Toledo,10-15,,,7.767,37.661
2023-09-01,14,house,work/study,Asturias,>15,0-25,woman,5.337,12.762
2023-09-03,6,work/study,not_frequent,Córdoba,<10,45-65,man,3.789,1125.977
2023-09-02,22,not_frequent,house,Barcelona,>15,45-65,woman,2.276,8.091
2023-09-04,18,house,frequent,Jaén,<10,,,24.542,25.901
2023-09-06,17,house,not_frequent,Barcelona,10-15,25-45,man,3.873,8.065
2023-09-05,9,house,frequent,Burgos,10-15,,,14.4,278.499
2023-09-03,11,not_frequent,house,Alicante/Alacant,10-15,45-65,woman,2.842,22.472
2023-09-03,11,house,work/study,Almería,10-15,45-65,man,4.376,7.071
2023-09-07,15,work/study,house,Alicante/Alacant,<10,65-100,woman,3.384,5.18
2023-09-03,21,frequent,house,Tarragona,10-15,,,75.515,433.014
2023-09-01,14,not_frequent,frequent,Navarra,>15,25-45,,5.405,6.328
2023-09-01,23,frequent,not_frequent,Araba/Álava,>15,,,3.256,8.519
2023-09-03,14,not_frequent,house,Zaragoza,10-15,45-65,man,7.406,25.368
2023-09-05,23,house,not_frequent,Sevilla,10-15,45-65,man,2.462,10.42
2023-09-06,19,house,not_frequent,Salamanca,10-15,65-100,man,2.918,3.314
2023-09-05,10,frequent,house,Ciudad Real,10-15,65-100,,8.848,10.873
2023-09-03,8,house,work/study,Alicante/Alacant,10-15,,,10.673,17.586
2023-09-07,20,not_frequent,frequent,La Rioja,10-15,45-65,woman,5.906,81.98
2023-09-06,17,not_frequent,not_frequent,Valladolid,>15,45-65,woman,6.088,162.982
2023-09-05,7,house,work/study,Bizkaia,>15,0-25,,4.78,9.133
2023-09-07,12,frequent,house,Barcelona,10-15,25-45,,1.941,57.123
2023-09-03,19,house,frequent,A Coruña,10-15,,,3.725,37.48
2023-09-03,4,frequent,frequent,Lleida,>15,,,2.125,4.414
2023-09-01,13,frequent,work/study,Castellón/Castelló,10-15,25-45,,7.02,23.695
2023-09-01,13,not_frequent,not_frequent,A Coruña,10-15,25-45,woman,4.837,38.371
2023-09-01,3,house,frequent,Badajoz,10-15,25-45,man,7.956,32.735
2023-09-06,17,work/study,house,Alicante/Alacant,10-15,45-65,man,15.107,95.585
2023-09-07,17,house,work/study,Cádiz,<10,0-25,man,9.063,8.733
2023-09-07,12,frequent,frequent,Sevilla,<10,,,6.833,29.755
2023-09-01,14,work/study,house,Cádiz,<10,45-65,woman,3.955,41.791
2023-09-06,19,not_frequent,not_frequent,Asturias,10-15,25-45,,5.451,140.261
2023-09-05,14,not_frequent,house,Barcelona,10-15,65-100,,3.17,3.629
2023-09-03,21,not_frequent,frequent,Granada,<10,,,5.745,36.115
2023-09-06,6,frequent,frequent,Castellón/Castelló,10-15,0-25,,8.062,80.746
2023-09-04,1,frequent,house,Valencia/València,10-15,65-100,woman,4.522,6.807
2023-09-07,11,house,work/study,Huelva,<10,,,9.123,9.359
2023-09-07,14,frequent,not_frequent,Sevilla,<10,0-25,man,2.923,41.782
2023-09-05,23,frequent,house,Las Palmas,10-15,25-45,woman,62.289,210.736
2023-09-07,0,frequent,house,Huelva,<10,,,3.245,7.151
2023-09-04,22,not_frequent,house,Zaragoza,10-15,,,3.304,13.056
2023-09-07,12,frequent,frequent,León,10-15,,,12.313,69.896
2023-09-04,0,not_frequent,frequent,Granada,10-15,25-45,woman,4.385,19.203
2023-09-01,19,house,work/study,Barcelona,10-15,25-45,,9.617,14.074
2023-09-01,9,work/study,not_frequent,Illes Balears,10-15,45-65,man,2.202,34.838
2023-09-04,15,frequent,frequent,Bizkaia,10-15,,,4.846,12.895
2023-09-03,11,frequent,frequent,Madrid,>15,65-100,man,4.032,20.813
2023-09-04,14,work/study,not_frequent,Barcelona,>15,0-25,man,6.703,13.172
2023-09-06,22,frequent,not_frequent,Las Palmas,10-15,65-100,woman,4.077,35.92
2023-09-02,18,frequent,house,Granada,10-15,0-25,woman,17.198,52.245
2023-09-06,15,work/study,house,Granada,<10,45-65,,2.175,20.927
2023-09-06,9,work/study,not_frequent,Lugo,10-15,,,2.667,5.698
2023-09-07,2,frequent,frequent,Alicante/Alacant,10-15,,,5.024,22.427
2023-09-06,12,frequent,house,Madrid,10-15,25-45,woman,15.024,12.493
2023-09-03,21,house,frequent,Murcia,10-15,65-100,man,1.0,35.955
2023-09-02,7,house,frequent,Bizkaia,>15,45-65,,3.758,10.234
2023-09-06,22,frequent,house,Valencia/València,10-15,,,2.23,40.931
2023-09-01,8,house,frequent,Guadalajara,10-15,,,1.0,9.175
2023-09-01,9,house,not_frequent,Toledo,<10,45-65,,4.426,110.957
2023-09-02,7,frequent,not_frequent,Jaén,10-15,45-65,woman,4.9,332.197
2023-09-03,16,not_frequent,not_frequent,Málaga,10-15,25-45,,3.183,54.722
2023-09-03,20,not_frequent,house,Cádiz,10-15,25-45,man,4.126,22.476
2023-09-06,9,frequent,frequent,Pontevedra,10-15,,,2.733,12.546
2023-09-06,17,frequent,house,Barcelona,10-15,25-45,man,3.059,19.052
2023-09-07,20,frequent,house,Madrid,10-15,65-100,man,8.4,24.195
2023-09-05,2,work/study,house,Badajoz,10-15,25-45,woman,11.728,12.335
2023-09-02,4,house,frequent,Cantabria,10-15,,,3.282,19.749
2023-09-04,18,work/study,house,Ciudad Real,<10,,,3.035,518.154
2023-09-07,3,not_frequent,house,Cáceres,10-15,25-45,man,3.406,9.513
2023-09-04,13,not_frequent,frequent,Salamanca,10-15,,,3.479,8.792
2023-09-07,4,house,not_frequent,Madrid,10-15,65-100,woman,4.378,9.536
2023-09-07,19,house,frequent,A Coruña,10-15,25-45,,2.878,14.314
2023-09-02,18,frequent,house,Barcelona,10-15,0-25,woman,8.508,81.821
2023-09-05,7,house,work/study,Barcelona,10-15,45-65,,2.874,75.768
2023-09-07,3,work/study,not_frequent,Santa Cruz de Tenerife,<10,25-45,man,4.646,22.625
2023-09-02,16,frequent,not_frequent,Valladolid,>15,,,3.419,28.183
2023-09-01,8,frequent,not_frequent,Cantabria,10-15,,,2.244,2.321
2023-09-01,6,not_frequent,work/study,Málaga,10-15,45-65,woman,3.907,52.661
2023-09-04,19,not_frequent,frequent,Albacete,10-15,25-45,man,4.629,253.217
2023-09-03,21,work/study,house,Cantabria,10-15,0-25,,8.616,6.514
2023-09-05,8,house,not_frequent,Almería,10-15,25-45,woman,5.505,144.932
2023-09-06,9,frequent,work/study,Málaga,<10,45-65,man,8.43,12.136
2023-09-07,14,work/study,house,Barcelona,10-15,25-45,,2.112,10.937
2023-09-02,17,frequent,house,Huesca,10-15,65-100,,3.307,99.129
2023-09-07,0,not_frequent,not_frequent,Bizkaia,>15,,,3.274,12.252
2023-09-01,20,work/study,frequent,Alicante/Alacant,<10,45-65,man,2.784,21.109
2023-09-03,3,frequent,house,Castellón/Castelló,10-15,45-65,woman,4.861,9.22
2023-09-07,11,frequent,frequent,Sevilla,10-15,25-45,woman,4.828,6.026
2023-09-03,22,frequent,house,Barcelona,10-15,,,13.689,44.482
2023-09-04,13,work/study,frequent,Granada,<10,,,2.245,3.211
2023-09-03,15,not_frequent,house,Barcelona,>15,45-65,man,2.375,9.383
2023-09-03,0,work/study,house,Alicante/Alacant,10-15,0-25,,2.799,16.119
2023-09-06,15,not_frequent,not_frequent,Alicante/Alacant,10-15,,,5.025,3.893
2023-09-06,10,frequent,house,Zamora,10-15,,,32.645,213.64
2023-09-06,19,work/study,house,Asturias,10-15,25-45,,3.837,9.558
2023-09-05,17,frequent,house,Madrid,10-15,25-45,woman,4.948,127.848
2023-09-03,9,house,not_frequent,Valencia/València,10-15,65-100,man,3.185,21.438
2023-09-01,13,house,work/study,Madrid,>15,25-45,man,8.788,6.054
2023-09-05,14,house,work/study,Illes Balears,10-15,25-45,,2.479,25.957
2023-09-06,12,not_frequent,house,Alicante/Alacant,<10,65-100,woman,14.25,25.083
2023-09-02,5,house,frequent,Madrid,10-15,25-45,man,6.846,17.71
2023-09-04,15,house,frequent,León,10-15,45-65,woman,14.739,25.836
2023-09-06,7,not_frequent,not_frequent,Barcelona,10-15,,,1.903,73.001
2023-09-05,21,frequent,frequent,Valencia/València,10-15,25-45,,4.853,17.606
2023-09-04,6,house,not_frequent,Zaragoza,10-15,25-45,man,7.094,1929.494
2023-09-03,12,frequent,frequent,Valencia/València,10-15,0-25,woman,10.352,21.555
2023-09-02,4,frequent,frequent,Madrid,10-15,45-65,man,4.217,56.264
2023-09-06,19,work/study,house,Málaga,<10,,,5.179,155.4
2023-09-01,21,house,frequent,León,10-15,25-45,woman,29.598,33.388
2023-09-06,18,house,work/study,Valencia/València,10-15,0-25,,8.925,5.94
2023-09-01,18,work/study,not_frequent,Las Palmas,10-15,25-45,man,4.199,51.287
2023-09-04,21,frequent,work/study,Sevilla,<10,25-45,woman,2.597,4.901
2023-09-01,21,work/study,house,Ávila,<10,,,4.479,43.591
2023-09-06,17,frequent,house,Girona,10-15,,,46.026,234.569
2023-09-01,19,work/study,house,Málaga,10-15,65-100,,2.846,13.393
2023-09-05,1,house,frequent,Barcelona,10-15,0-25,man,6.193,32.967
2023-09-07,22,frequent,house,Barcelona,10-15,0-25,man,10.52,26.089
2023-09-04,9,not_frequent,not_frequent,Toledo,10-15,0-25,man,17.935,30.347
2023-09-02,16,not_frequent,not_frequent,Murcia,>15,65-100,woman,5.832,7.514
2023-09-02,13,house,not_frequent,Araba/Álava,>15,0-25,woman,7.658,15.026
2023-09-02,9,house,not_frequent,Barcelona,10-15,65-100,,4.539,122.619
2023-09-04,2,house,work/study,Barcelona,10-15,,,5.542,5.992
2023-09-07,18,work/study,frequent,Bizkaia,>15,45-65,man,7.694,6.036
2023-09-01,15,house,work/study,Madrid,10-15,65-100,man,3.079,5.628
2023-09-06,17,house,frequent,Madrid,10-15,25-45,,2.757,39.426
2023-09-03,17,frequent,work/study,Asturias,10-15,45-65,,3.214,40.231
2023-09-01,13,house,work/study,Córdoba,10-15,65-100,woman,4.315,10.104
2023-09-04,10,not_frequent,not_frequent,Lleida,10-15,,,2.933,8.916
2023-09-05,7,frequent,frequent,Madrid,10-15,45-65,man,3.06,6.3
2023-09-05,18,house,frequent,Bizkaia,>15,45-65,,22.942,102.782
2023-09-06,19,frequent,frequent,Sevilla,<10,,,5.901,22.09
2023-09-01,22,not_frequent,house,A Coruña,10-15,,,1.707,16.959
2023-09-05,6,house,work/study,Valencia/València,10-15,25-45,woman,8.628,18.948
2023-09-04,19,not_frequent,house,Castellón/Castelló,10-15,,,3.29,12.374
2023-09-02,2,frequent,house,Málaga,<10,65-100,woman,5.14,13.98
2023-09-01,20,frequent,house,Valladolid,>15,,,4.172,65.68
2023-09-01,20,house,not_frequent,Santa Cruz de Tenerife,10-15,45-65,,5.117,41.711
2023-09-05,15,house,frequent,Valencia/València,>15,0-25,woman,6.999,36.499
2023-09-04,20,frequent,frequent,Barcelona,>15,,,7.714,21.225
2023-09-05,18,work/study,frequent,Toledo,<10,,,1.795,119.666
2023-09-07,13,frequent,not_frequent,Navarra,10-15,,,3.235,17.803
2023-09-02,20,not_frequent,frequent,Madrid,10-15,0-25,woman,21.84,636.557
2023-09-02,10,frequent,work/study,Tarragona,10-15,25-45,woman,6.187,9.061
2023-09-04,13,frequent,work/study,Illes Balears,10-15,25-45,,2.483,4.402
2023-09-01,18,house,frequent,Valencia/València,10-15,65-100,,12.682,39.946
2023-09-02,19,frequent,not_frequent,Madrid,10-15,45-65,man,5.984,74.164
2023-09-07,11,frequent,frequent,A Coruña,10-15,,,15.423,111.184
2023-09-04,8,house,frequent,Sevilla,<10,,,66.048,90.728
2023-09-03,20,not_frequent,house,Madrid,10-15,,,7.143,84.775
2023-09-02,10,house,frequent,Barcelona,10-15,45-65,woman,3.323,20.257
2023-09-07,10,house,frequent,Girona,>15,,,3.744,38.359
2023-09-06,10,work/study,not_frequent,Sevilla,>15,25-45,woman,4.54,6.319
2023-09-06,3,house,frequent,Granada,10-15,45-65,,2.395,19.972
2023-09-06,11,frequent,frequent,Bizkaia,>15,0-25,woman,5.272,25.814
2023-09-02,5,house,frequent,Gipuzkoa,>15,,,2.957,29.323
2023-09-04,11,frequent,house,Pontevedra,10-15,45-65,man,3.961,36.756
2023-09-01,17,not_frequent,not_frequent,Madrid,10-15,65-100,,4.279,29.551
2023-09-02,12,not_frequent,house,Alicante/Alacant,10-15,45-65,woman,4.932,25.324
2023-09-07,9,house,frequent,Málaga,<10,65-100,man,21.016,71.286
2023-09-05,8,house,frequent,Alicante/Alacant,<10,65-100,man,3.716,34.379
2023-09-06,23,frequent,house,Sevilla,<10,65-100,woman,52.664,48.835
2023-09-02,6,frequent,work/study,Girona,>15,45-65,,3.213,5.315
2023-09-02,10,house,frequent,Córdoba,<10,45-65,man,16.928,17.824
2023-09-02,17,not_frequent,not_frequent,Tarragona,>15,25-45,,4.268,515.079
2023-09-04,22,house,frequent,Barcelona,10-15,45-65,,2.571,22.403
2023-09-01,11,work/study,house,Valencia/València,10-15,25-45,,3.652,284.193
2023-09-03,23,house,not_frequent,Bizkaia,10-15,45-65,,3.609,9.18
2023-09-06,17,not_frequent,house,Barcelona,10-15,45-65,woman,2.718,21.793
2023-09-01,12,frequent,frequent,Barcelona,>15,25-45,man,35.59,35.823
2023-09-01,5,house,frequent,Cádiz,<10,65-100,,13.966,67.824
2023-09-07,15,work/study,house,Barcelona,10-15,,,5.697,282.893
2023-09-02,13,house,frequent,Sevilla,10-15,45-65,man,7.425,29.414
2023-09-06,20,not_frequent,work/study,Asturias,>15,,,3.179,140.795
2023-09-07,22,frequent,frequent,Barcelona,>15,45-65,,3.253,2.649
2023-09-06,10,frequent,frequent,Girona,10-15,,,3.167,38.707
2023-09-07,8,house,work/study,Ávila,10-15,0-25,,13.544,50.865
2023-09-01,16,work/study,not_frequent,Valencia/València,10-15,,,3.273,898.981
2023-09-01,10,frequent,frequent,Barcelona,>15,25-45,man,11.577,27.242
2023-09-05,12,not_frequent,work/study,Bizkaia,>15,45-65,woman,6.062,292.423
2023-09-02,21,work/study,house,Asturias,10-15,,,27.546,140.033
2023-09-06,1,frequent,house,Pontevedra,10-15,25-45,,7.22,15.4
2023-09-05,23,frequent,house,Albacete,10-15,65-100,woman,41.07,46.488
2023-09-03,2,frequent,house,Valencia/València,10-15,45-65,man,3.366,11.702
2023-09-01,15,not_frequent,house,Badajoz,10-15,25-45,woman,8.718,29.744
2023-09-02,1,house,frequent,Cáceres,<10,,,2.824,59.889
2023-09-02,18,work/study,house,Asturias,10-15,65-100,woman,5.768,18.99
2023-09-04,15,frequent,not_frequent,Barcelona,10-15,,,8.197,31.688
2023-09-04,12,not_frequent,house,Lleida,10-15,,,22.71,134.319
2023-09-01,19,frequent,not_frequent,Ourense,10-15,45-65,woman,10.216,9.566
2023-09-04,21,frequent,house,Córdoba,10-15,,,4.654,61.713
2023-09-06,8,frequent,frequent,Girona,10-15,,,4.158,5.145
2023-09-01,7,house,frequent,Cantabria,10-15,65-100,man,10.752,32.026
2023-09-04,13,frequent,house,Lleida,10-15,,,2.411,25.368
2023-09-03,16,house,frequent,Barcelona,<10,0-25,man,5.87,10.277
2023-09-06,11,frequent,not_frequent,Zaragoza,10-15,45-65,woman,13.861,11.16
2023-09-01,17,work/study,frequent,Asturias,10-15,65-100,woman,4.513,81.257
2023-09-07,17,frequent,frequent,Valencia/València,10-15,45-65,woman,5.982,30.539
2023-09-06,7,work/study,house,Jaén,10-15,25-45,man,4.765,8.944
2023-09-03,22,not_frequent,work/study,Alicante/Alacant,<10,,,2.781,108.535
2023-09-01,8,frequent,house,Barcelona,10-15,25-45,,2.688,2.545
2023-09-06,8,frequent,frequent,Sevilla,10-15,45-65,woman,2.676,6.607
2023-09-04,10,frequent,frequent,Gipuzkoa,>15,45-65,man,3.117,26.559
2023-09-01,11,frequent,house,Pontevedra,10-15,,,6.217,77.632
2023-09-03,13,work/study,not_frequent,Barcelona,10-15,45-65,,2.534,38.838
2023-09-04,9,house,work/study,Granada,10-15,,,4.038,58.89
2023-09-01,16,not_frequent,not_frequent,Zaragoza,10-15,,,1.787,16.662
2023-09-01,13,not_frequent,not_frequent,Castellón/Castelló,10-15,,,9.783,434.469
2023-09-07,15,work/study,house,Zamora,10-15,45-65,,3.342,34.883
2023-09-04,12,frequent,house,Sevilla,<10,0-25,,7.011,191.187
2023-09-03,17,house,not_frequent,Murcia,<10,45-65,man,4.403,46.573
2023-09-05,6,house,not_frequent,Teruel,10-15,45-65,woman,3.865,420.231
2023-09-04,6,house,not_frequent,Barcelona,10-15,,,2.215,70.019
2023-09-07,18,work/study,house,Madrid,>15,45-65,man,2.703,5.465
2023-09-02,12,not_frequent,not_frequent,Las Palmas,<10,,,3.985,23.532
2023-09-02,2,not_frequent,frequent,Ávila,10-15,,,3.315,35.67
2023-09-04,16,frequent,frequent,Málaga,<10,25-45,man,3.888,45.371
2023-09-03,18,not_frequent,house,Illes Balears,10-15,25-45,man,8.582,107.903
2023-09-02,13,not_frequent,house,A Coruña,10-15,,,2.791,167.788
2023-09-05,17,frequent,house,Pontevedra,10-15,45-65,man,3.285,162.599
2023-09-07,17,frequent,house,Lleida,10-15,65-100,woman,21.348,19.014
2023-09-07,15,not_frequent,work/study,Málaga,<10,,,2.907,30.708
2023-09-03,13,not_frequent,house,Lleida,10-15,25-45,woman,5.692,405.236
2023-09-07,13,frequent,work/study,Alicante/Alacant,10-15,0-25,woman,5.807,36.346
2023-09-07,13,frequent,work/study,Valencia/València,10-15,25-45,woman,7.072,7.4
2023-09-06,18,frequent,work/study,Barcelona,>15,45-65,,4.396,22.54
2023-09-06,10,house,work/study,Las Palmas,10-15,45-65,man,25.151,30.373
2023-09-03,21,not_frequent,house,León,10-15,,,2.885,319.278
2023-09-02,7,frequent,work/study,Almería,<10,45-65,woman,5.59,83.843
2023-09-07,21,frequent,frequent,Sevilla,10-15,0-25,man,9.435,8.72
2023-09-03,11,house,frequent,Las Palmas,10-15,45-65,woman,4.48,29.385
2023-09-03,3,frequent,house,Cádiz,10-15,65-100,woman,16.264,17.161
2023-09-03,7,house,frequent,Pontevedra,10-15,45-65,,5.748,39.0
2023-09-04,19,not_frequent,house,Madrid,10-15,45-65,man,3.946,82.781
2023-09-03,6,frequent,frequent,Badajoz,>15,45-65,,5.634,8.981
2023-09-04,11,frequent,frequent,Murcia,<10,45-65,woman,3.647,57.593
2023-09-07,14,work/study,frequent,Valencia/València,10-15,45-65,man,2.453,7.909
2023-09-04,9,house,frequent,Asturias,10-15,,,14.955,77.438
2023-09-04,12,work/study,house,Alicante/Alacant,<10,45-65,woman,2.748,1.633
2023-09-06,10,frequent,work/study,Madrid,10-15,0-25,man,8.719,33.934
2023-09-03,23,frequent,house,Barcelona,10-15,65-100,woman,30.023,26.364
2023-09-07,9,house,not_frequent,Cantabria,10-15,,,3.6,20.581
2023-09-06,6,house,frequent,Toledo,10-15,45-65,,2.185,82.828
2023-09-03,23,frequent,house,Albacete,10-15,,,1.992,28.654
2023-09-03,14,not_frequent,not_frequent,Granada,>15,65-100,woman,5.432,27.855
2023-09-02,11,frequent,house,Valencia/València,>15,25-45,man,18.095,15.536
2023-09-05,10,house,not_frequent,Badajoz,<10,45-65,woman,7.02,10.337
2023-09-04,8,not_frequent,not_frequent,Madrid,>15,45-65,man,3.32,56.294
2023-09-03,8,house,frequent,Las Palmas,10-15,25-45,,14.967,159.398
2023-09-07,2,frequent,frequent,Illes Balears,10-15,25-45,man,3.834,21.342
2023-09-05,8,house,not_frequent,Alicante/Alacant,<10,,,1.396,17.969
2023-09-05,7,house,work/study,Guadalajara,10-15,45-65,man,6.342,30.394
2023-09-04,23,frequent,not_frequent,Sevilla,<10,,,6.967,82.718
2023-09-06,5,house,work/study,Córdoba,<10,,,4.793,358.794
2023-09-02,10,house,frequent,Cuenca,10-15,,,6.143,84.014
2023-09-02,11,house,work/study,Barcelona,>15,45-65,woman,4.217,63.353
2023-09-05,9,house,frequent,Santa Cruz de Tenerife,10-15,25-45,woman,24.056,125.314
2023-09-05,15,house,frequent,Alicante/Alacant,10-15,25-45,,3.357,6.123
2023-09-06,19,work/study,frequent,Barcelona,10-15,0-25,man,5.685,112.208
2023-09-06,12,frequent,house,Alicante/Alacant,<10,65-100,man,10.364,42.484
2023-09-02,11,house,not_frequent,Santa Cruz de Tenerife,<10,45-65,woman,10.656,476.944
2023-09-07,19,work/study,house,Madrid,10-15,25-45,man,3.102,6.306
2023-09-05,9,frequent,house,Málaga,<10,,,4.383,45.473
2023-09-04,5,frequent,frequent,Barcelona,10-15,45-65,man,1.998,12.189
2023-09-02,0,work/study,house,Pontevedra,10-15,45-65,man,23.178,17.734
2023-09-07,6,house,frequent,Santa Cruz de Tenerife,<10,25-45,,5.503,118.393
2023-09-06,17,house,not_frequent,Girona,10-15,45-65,,2.741,75.68
2023-09-06,4,not_frequent,not_frequent,Barcelona,10-15,45-65,woman,2.495,6.323
2023-09-06,10,house,frequent,Huesca,>15,,,8.768,18.883
2023-09-05,18,house,work/study,Illes Balears,10-15,0-25,woman,7.112,74.94
2023-09-02,3,not_frequent,not_frequent,Málaga,<10,,,3.654,85.431
2023-09-01,0,frequent,house,Córdoba,10-15,,,2.138,48.098
2023-09-05,8,frequent,house,Araba/Álava,>15,65-100,woman,17.613,16.687
2023-09-06,15,frequent,house,Huesca,10-15,45-65,,5.046,109.069
2023-09-07,21,frequent,not_frequent,Málaga,10-15,0-25,man,4.547,56.48
2023-09-01,22,frequent,work/study,Bizkaia,>15,45-65,,4.002,21.831
2023-09-03,21,house,not_frequent,Madrid,>15,45-65,man,18.615,26.619
2023-09-01,19,house,frequent,Badajoz,<10,,,3.776,48.401
2023-09-03,13,frequent,not_frequent,Barcelona,10-15,25-45,,4.296,162.409
2023-09-07,20,work/study,house,Castellón/Castelló,10-15,45-65,,10.722,48.556
2023-09-06,12,frequent,frequent,Bizkaia,10-15,45-65,woman,3.902,87.449
2023-09-04,18,work/study,house,Valencia/València,10-15,,,5.527,77.588
2023-09-06,10,not_frequent,not_frequent,Barcelona,10-15,45-65,man,2.247,28.951
2023-09-01,18,not_frequent,not_frequent,Madrid,>15,25-45,man,4.107,12.63
2023-09-04,9,house,frequent,Barcelona,10-15,65-100,woman,14.76,79.79
2023-09-07,1,frequent,house,Barcelona,10-15,45-65,,2.948,5.231
2023-09-04,11,not_frequent,frequent,Toledo,<10,45-65,,2.778,106.695
2023-09-02,8,frequent,frequent,Asturias,10-15,25-45,woman,4.523,35.087
2023-09-06,9,frequent,frequent,León,10-15,0-25,,4.448,14.868
2023-09-07,16,frequent,frequent,Barcelona,>15,25-45,man,16.441,50.905
2023-09-06,17,not_frequent,work/study,Madrid,10-15,25-45,woman,4.459,21.391
